x,y
0.2397660323443137,0.8745695229031001
0.49141744032606316,0.5299273050642536
0.6479789812298093,0.8162173895087823
0.593024609966662,0.7260122353453314
0.2221301782019417,0.17809997847722825
0.11111222992562153,0.04780229582401807
0.20838461191663848,0.07949753627532963
0.5832788534744393,0.6641894140752318
0.38603908622573324,0.9480331490752858
0.5744970770766982,0.9481101684771432
0.22735302718814765,0.37883570449350024
0.9064692079205304,0.7742982997398032
0.06329442691211762,0.8736555150770051
0.33796329698403227,0.9878754729028798
0.9008108876323409,0.3716495740739222
0.9598235578577506,0.8137341804576067
0.12674675922076517,0.8382777580984739
0.9509992558592338,0.12141528576715366
0.4802870259280241,0.07509859504429217
0.9687820179193184,0.16861468860286666
0.28152441816487384,0.12958298683337044
0.2069375450867268,0.729911672527554
0.17531015650968662,0.28718287637511375
0.2799974183955073,0.85914156738552
0.5599295003748275,0.07554252457908628
0.32251977793706355,0.3329418640092151
0.5669940183192537,0.9101051408103166
0.6347860544574465,0.11722498613475707
0.4206995827347457,0.13757234300691734
0.8533761546300104,0.720563256258627
0.6559804694834962,0.9494888877356303
0.6449546008382293,0.2649546820713301
0.10416571898207827,0.3059149228826967
0.4818538743277083,0.8226215411134796
0.5767040963797224,0.6107309279989822
0.6549777704024353,0.28938664648626633
0.459287312365517,0.2652812467334924
0.294001710663656,0.3334041645284723
0.3411941807277675,0.8913405075409045
0.531659571961932,0.7269700663909042
0.4987793032955061,0.3298196031628353
0.34801514087335106,0.29136557118737827
0.8097213712947288,0.4010271458872594
0.745885952389674,0.9761896532871203
0.11143728833895583,0.24590565116705954
0.7336819580703601,0.9726755745653736
0.1133915489947791,0.997468085903154
0.6442620031202062,0.008792105701601272
0.09827075736885171,0.045965211006643414
0.7049067534927291,0.4184287885719207
0.25924169084849846,0.7523205589850894
0.3479525071936598,0.09916743092968239
0.3715761054754144,0.08273508068257551
0.6361690553566258,0.035572477145776604
0.7342095339667983,0.8501596973173912
0.9614098701367607,0.7589625260364431
0.9275107814306043,0.05437403863130552
0.21800457225730063,0.4668596599833468
0.4247009176802984,0.29759661771916457
0.8251339403059234,0.3885328144178748
0.41929678548554117,0.8731083302304666
0.5852070413100237,0.9993950513710874
0.1938711278739651,0.23569840495959737
0.4690079308326045,0.933437382251458
0.8860772270077404,0.5854791950923056
0.5716517476828032,0.7751273924525474
0.9750860752182411,0.8907798959070709
0.4736051079470628,0.9645438569214886
0.2469540798886971,0.7839619150313853
0.30158549182084327,0.7232747525649166
0.7019372084129545,0.533870986036981
0.1974562677035705,0.41204511809167665
0.7490045169895859,0.8359147073760953
0.20771702557732274,0.186804426029336
0.8765105452986703,0.32290616906400704
0.040960865867916474,0.7104017902170623
0.9160191052655021,0.32342468382721945
0.11759891982585602,0.2883103679188017
0.2791064053650947,0.920265669593151
0.02546551166912714,0.08896114744706984
0.033209748243729464,0.7720753165552177
0.05755469383261269,0.5235384157407701
0.6677655844152779,0.303009888769756
0.23918821466654505,0.7932462810842703
0.7413211524575514,0.272923495070042
0.7396564398562862,0.7422926082272469
0.7955660280999685,0.6044832666338031
0.40543414072565,0.9196290483765591
0.8768308389639754,0.5414451205591823
0.4912288272815062,0.571229863623279
0.9037575676355037,0.07639740275032714
0.036968390763516656,0.6630668729188799
0.6976899222453551,0.24226181670693014
0.3462085333229036,0.16331335763823007
0.13301121251630588,0.01742961197781867
0.5497241425256545,0.9914916904078396
0.42083586637138026,0.9631869412263786
0.05419834431304427,0.5345796241312325
0.10657265183341891,0.19649222754269746
0.9637319181378308,0.3372404811317542
